BA/PM/Workplace Analyst;2028681930355367154538204907144003;business-systems-analysts;Wed 17 Apr, 2:03 pm;;Wellington, Wellington;;Our client plays a pivotal part in making a real difference to NZ and contributes to improving lives on an individual basisWorking on a refurbishment project; we have a requirement for BA/PM/Workplace Analyst who will be required to assess the building and the nature of the documentation required to document key processes and policies impacted by the a move to another building. Other Key Responsibilities:  Development of any new processes and policies required as a result of the moveAttend and from time to time run planning/briefing meetings with business representatives and subject matter experts to clarify details;Research and gather information required, including understanding the business operations for which documentation is to be prepared and gathering and analysing the information needs of the business;Document and present the information in a clear, articulate way showing clearly any current processes and any changes made to these;Consult with the business on finalised material to check accuracy and obtain endorsement;Provides efficient and effective administration, planning, co-ordination and support to the project; andWork with the Project team to handover key deliverables and to assist with development of training.Managing Head Office moves until project is handed back into BAU. What you need to bring:  Experience within complex government environmentsExcellent engagement skills This contract runs through to December but with potential for extension. For a confidential discussion, please contact Frances on 04 494 0971Experis ANZ is parent to a portfolio of brands; Greythorn, Safesearch, GT-X and Global Attract. These brands make up our core specialisations for Technology & Digital, Accounting & Finance, Engineering and Workplace Health, Safety and Environment. When you apply for this opportunity you will be directed to the parent website www.experis.co.nz to lodge your application. Experis is part of the ManpowerGroup, a global leader in offering end to end workforce solutions.  If you're curious and willing to have a conversation about this role, please pick up the phone and speak with our recruitment specialist below. Even if this doesn't sound like the right role for you, we encourage you to join our talent community so your skill set can be the first considered when another opportunity arises. Click register on our website www.experis.co.nz.Frances PoynderTechnology & Business TransformationTalent Acquisition ConsultantLet's Connecthttps://www.linkedin.com/in/frances-poynder/+64 4 494 0971Applicants for this position should have NZ residency or a valid NZ work visa.
Head of IT Service Operations, Private Sector, CBD;2053739661813168054625014818004;management;Tue 7 May, 3:22 pm;;Wellington, Wellington;$NEG Dep on Exp.;Private sector, national brandTeam circa 30+Report to CIOOur large nationwide, private sector client is a leader in its field. In order to further improve its market offering, our client is transforming the way it operates to enhance both internal and external customer delivery through innovate technology initiatives.The Head of IT Service Operations is responsible for leading a high performing IT Service Operations team (~30 people) that will deliver high quality, efficient and reliable IT services for our client's organisation. Reporting to the CIO, this key leadership role will lead performance, quality, availability and service excellence from an internal and external / outsourced perspective. This business and customer focused role requires a strong commercial mind-set and drive to continuously innovate and improve our client's technology service delivery. Key aspects of this role are as follows:Lead and develop a high performing IT Service Operations team (all aspects of technical support, infrastructure/cloud, problem & incident, service delivery) to consistently deliver high quality, reliable and optimised business technology services 24 x 7, anytime, anywhere and anyplace;Ensure availability of services and systems to agreed customer expectations and service levels, including proactive management of partners and vendors;Build and maintain strong relationships with key business stakeholders and continually adapt and grow the IT Service Operations team to best deliver new and existing IT Services;Introduce (and use) innovation and automation to continually optimise Service Delivery through the best use of technology and processes. Ensure the smooth transition of new or modified services to avoid any impact to service levels;We are seeking the following skills and experience:Prior experience in Technology leadership roles across multi-disciplinary, multi-site Private Sector environments;Highly business and customer focused - demonstrable examples where service delivery and optimisation has been achieved;A proven track record of delivering operational excellence through an ability to optimise people, process and technology to best deliver and support business services.Experience having built, and lead, high performing technology teams in demanding environments;Demonstrable commercial and business acumen particularly management of vendors and technology partners;Ability to motivate, lead and drive change;Strong financial / budget and cost centre management;Integrity and high personal and professional standards;Relevant professional qualification, good practical knowledge of ITIL but with an ability to make pragmatic decisions;Strong problem solving, analysis and decision-making skills.This is a great opportunity to shape and drive best practice and excellence in all aspects of our clients Service Operations function. Applications close Wednesday 15th of May.Please apply in the first instance with your CV and Cover Letter outlining your suitability to the experience sought.Applicants for this position should have NZ residency or a valid NZ work visa.
Contract - Mobile Test Analyst;2028792475355367154538204907144003;testing;Wed 17 Apr, 4:07 pm;;Auckland City, Auckland;;Join this leadingbrand working across a large web-based project,   creating positive change across the businessChallenging projects across a companywide technology transformationSenior role focusing on mobile testing - provide project leadershipInitial 3 Month contract, Auckland CBD, likelihood to extendCome work for a leading kiwi organisation who provide a service to thousands to kiwis every day. This business offers a vibrant, energetic Auckland CBD environment for people who bring passion and commitment to their work, and enjoy a culture where successes are recognised and celebrated.The team is innovative and collaborative and has built a strong reputation of being a highly desirable place to work. This is a brand that you will want on the CV and projects you will want to be involved in!What you'll be doing:This position will see you using your strong experience delivering across a range of technology projects, using manual testing principles.  In addition, skills within API and web testing would be beneficial.  As you will be working in scrum teams, experience within an Agile environment will be essential.What you'll need to succeed:Knowledge of one or more of the following languages: Java, JavaScript, NodeJS, TypeScript, C#BDD (Behaviour Driven Development) experience, such as Cucumber/SpecFlow or similar- Experience with mobile (native) test automation and knowledge of one or more test automation tools: Appium, Xamarin, XCTest, Espresso, Flutter- Proficient in source control tools, such as GitUnderstanding of programming principles and best practices (e.g. DRY for creating re-usable code, OOP principles, etc.)Working in an Agile / Scrum environment to ensure quality is driven from the start and throughout the delivery process.Experience in CI/CD process and Pipelines (integration of test scripts into the CI system)Don't be one of those people who read an advert about a fantastic opportunity and never actually apply, only to later hear somebody you know bragging about how great their new job is!  They applied so don't miss this opportunity - APPLY NOW!Your interest will be treated in the strictest of confidence. Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clients.MM_838340Applicants for this position should have NZ residency or a valid NZ work visa.
QA & Testing CoE Manager;2048794422355367154538204907144003;telecommunications;Fri 3 May, 12:01 pm;;Auckland City, Auckland;;Empowering our customers is at the heart of what we do. Along with investing in our people we provide a range of benefits like health insurance for you and your family, the chance to work flexibly, a day off to celebrate "you", a world of opportunities to progress your career, supporting you to volunteer your time in the community, and supporting your life at home through our award-winning parental leave policy.Plan, architect, design, build, test, deliver and run efficient and effective customer focused IT solutions, is all in a day's work for our IT & Digital team. Through the use of Agile ways of working with the customer experience being our primary focus, our Tech team craft complex solutions to simplify our day to day lives. They ensure we are ready internally, and drive the strategy for IT & Digital, architecture, security and innovation for not only our customers but for businesses locally and globally.What will I be doing?As QA & Testing CoE Manager you will be responsible for leading and managing the QA & Testing Centre of Excellence (CoE) that assures quality of the technical end to end delivery for internal IT & Digital Releases, programmes, projects and across the wider Technology functions as required.This role is responsible for defining and implementing the Assurance Strategy (process, people and tooling), driving key automation and continuous testing initiatives, providing specialist expertise, best practice operational excellence across Agile, waterfall and bi-modal delivery models and subsequent measurement, accompanied by ongoing continuous improvement of QA across IT & Digital.You will be responsible for recruiting, maintaining and growing appropriate software QA & Testing CoE capacity and competencies to enable the target business outcomes within schedule, budget and quality. Additionally you will manage the finances and sourcing for the QA & Testing CoE organization, working closely with the Digital Experience Engineering Tribe Lead, Product and Capability Portfolio Manager, the DevOps CoE Manager to define and plan future workforce growth and sourcing strategies, and budgeting accordingly.What will I bring?The successful candidate will be customer focussed, results driven and able to work collaborate across a multi partner distributed environment. You will also have proven experience in managing and transforming the QA & Testing capability within an organisation, accompanied by operational Test delivery experience within a complex Telco/Digital environment.o Deep understanding of Quality Assurance, associated strategies and implementation thereofo Ability to take the Customer lens and optimise quality within DevOps ways of working and Agile, waterfall, bi-modal delivery modelso Extensive experience of test operational delivery and improvement across automation, Functional Testing, Performance Testing and Test toolingo Ability to converse, challenge and question at all levels of organisation and to demonstrate excellent stakeholder management, negotiation and diplomacy skills to enable them to resolve any issues presented.o Deep expertise in budget planning and financial management in product based organizationso Significant experience in QA & Testing preferably within Telecom/Digital domainWith Vodafone, your unique talents and experience will help us deliver an unmatched experience to our customers and the communities we serve. In return you'll enjoy equal opportunities in an inclusive and flexible working environment, in a diverse team of extraordinary people, while you're growing your career here in Aotearoa, or globally..
Solution Developer (BizTalk/.NET);2048579282355367154538204907144003;programming-development;Fri 3 May, 8:06 am;;Auckland City, Auckland;;.Net developer with Biztalk experience needed ASAP to assist the lead developer with a pipeline of new project workStart ASAP in a 3+ month initial contractExciting and challenging project workApply now to secure a contract with this industry leader!Our client is a well-known NZ brand and they're the only leaders in what they do.  They have made a huge investment in their technology and have a large pipeline of integration project work forecast for 2019 and beyond. Apply now to secure a contract with this industry leader!This is a three-month contract role initially that will see you working across a range of different projects.  Due to the large workload, there is a high likelihood that this will extend. Key Skills and ExperienceIdeally 5+ years' .Net software development experience3+ years' Biztalk integration experience6+ months experience utilising AzureHighly skilled using C# .Net, VB.Net, SQL, jQuery, CSS and ASP .Net MVCGreat attitude and ability to work with a friendly and upbeat teamAvailable for an immediate startIf this role is for you then - APPLY NOW!  Your interest will be treated in the strictest of confidence.Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Applicants must be legally entitled to work in New Zealand. If you are not a NZ Citizen, you must have the right of permanent residence or a work permit.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clients.Ref# TJ_846237Applicants for this position should have NZ residency or a valid NZ work visa.
Senior Fullstack Developer;2046361589355367154538204907144003;programming-development;Wed 1 May, 6:28 pm;;Auckland City, Auckland;;This organization is currently working with a client in the fitness and health industry. They are needing a full stack developer in a fun and upbeat office in Auckland's CBD! Experience with .net core and Angular is a must. About the role:Plan projectsDesign software & architectureWork on the Cloud via AzureFix bugs and support workHosting maintenanceDevOpsWrite Frontend and HTML to a high standardAbout you:Angular, Mssql and .net core is essentialCSS knowledgeAzure experience is keyWrite Frontend and HTML to a high standardStrong analytical & problem-solving skillsExcellent communicator and ability to work with various departmentsPlease contact me today to register & express your interest to be considered for this role!  Candidates must have the legal right to work in New Zealand. Feel free to apply online today by following the prompts below, or contact Paula Broussard via email - paula.broussard@beyond.co.nz Paula Broussard 021 196 4296 Recruitment Specialist - IT and Transformation Ref No: 98758
Contract Android Developer;2053507360813168054625014818004;programming-development;Tue 7 May, 11:06 am;;Auckland City, Auckland;;Leading Kiwi brand located in the heart of CBDNative Android development on app used by thousandsImmediate start, likely to extendJoin an energetic and vibrant company on an exciting 3month contract focusing on Native Android development. What you'll be doing:This is a contract role that will see you working across a range of anroid application features that will be used by thousands of Kiwi's every day. The role will involve predominately development in the native android space, however, some skills in .Net and Angular would also be of use. Ideally, you will have worked in an agile environment and followed the methodology across the project previously. Key Skills and ExperienceIdeally 3+ years' software development experienceHighly skilled using native Android development.Net environmentAgile environment exposure nice to haveGreat attitude and ability to work with a friendly and upbeat teamIf this role is for you then - APPLY NOW!  Your interest will be treated in the strictest of confidence.Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Applicants must be legally entitled to work in New Zealand. If you are not an NZ Citizen, you must have the right of permanent residence or a work permit.Note: We review all CV's manuallyContinue and you will only be contacted if your skills and experience meet the requirements of any of our clients. LD_852332Applicants for this position should have NZ residency or a valid NZ work visa.
Contract - Senior Software Engineer;2049116312355367154538204907144003;programming-development;Fri 3 May, 6:17 pm;;Auckland City, Auckland;NZ$90 - NZ$110 per hour;Greenfield projects6 months with the likelyhood to extendDevOps environmentThe CompanyOur client is an established household name leading their industry in terms of operations and technological advancement. They are currently looking for Senior Software Engineers in the Java stack.The RoleThe Developers will have the responsibility of developing, enhancing and maintaining software that will assist the business in a functional capacity. You will be a part of a delivery team within the organisation who focuses on Greenfield projects, extending enterprise products and implementation of SaaS solutions.You will be charged with tasks such as:Developing and designing software solutions and applications using established patterns within the organisationLiaising with various stakeholders throughout the organisation to gather requirementsMaintaining, enhancing and supporting current applicationsContributing to the development and implementation of CI/CD pipelinesKey RequirementsYou will be passionate about technology, results driven and self-motivated with at least 5 years of experience in a Software Development or similar role. Ideally you will be tertiary qualified with a Software Engineering degree or equivalent.Additionally, you will possess:Significant Java development experience using Spring and MavenKnowledge of SOA, Web Services and MulesoftAn understanding of Oracle products and CI/CD toolsAn understanding of AWS in a commercial settingKnowledge of various IDE's, Agile methodologies and DevOps as a frameworkThis role is best suited to someone who is genuinely passionate about everything IT, thrives in a large, complex organisation and strives to keep up-to-date with the latest technologies, trends and frameworks.Like to know more? To submit your application, in strict confidence, please apply online using the appropriate link below. Alternatively, for a confidential discussion, please contact Ryan Mulholland in our Auckland office on +64 9 977 9804.Your interest will be treated in the strictest of confidence.Applicants for this position should have NZ residency or a valid NZ work visa.
Data Analyst;2053767693813168054625014818004;database;Tue 7 May, 4:02 pm;;Palmerston North, Manawatu / Wanganui;;Are you looking for your next contract opportunity or looking to get into the contract market?This may be just the opportunity you`ve been waiting for!  Our client is looking for a Data Analyst on an initial 6-month contract located in Palmerston North. The ideal person will have strong data and analytics experience with the ability to write and execute SQL queries along with knowledge in Excel as well.  It goes without saying, that your communication both verbally and written will be excellent and bonus points if you have exposure to Oracle. If you are looking to take that next step in your career, this is the perfect opportunity! If you are up for the challenge to work within a contract environment, we want to hear from you!!Applicants for this position should have NZ residency or a valid NZ work visa.
Senior Desktop SOE Engineer;2055109514813168054625014818004;systems-engineers;Wed 8 May, 4:02 pm;;Wellington, Wellington;;Senior Desktop SOE EngineerWe are looking for an experienced senior desktop SOE engineer to lead and provide full management and support of the client desktop capability across this organisation for approximately 3 months.  They will provide technical expertise and leadership for the client desktop technologies and services used by the businessThe postion will focus on the Application Services team`s work programme providing critical maintenance, upgrades, small business requests and delivery to projects for the client desktop area.The senior desktop SOE engineer will be required to work with others across the work programme and lead client desktop work using technologies such as SCCM, app packaging, managing a standard desktop environment (SOE), and proactively looking at ways to improve the environment for their desktop clients. You will bring:Experience in the development and management of a SOE (standard operating environment)A high level of applied specialist knowledge and experience relevant to desktop computingExperience working with distributed applications and desktopsExperience with application packaging using software packaging toolsExperience in the use of SCCM 2012 and 2016Experience with virtualised software and desktop buildsExperience with Microsoft scriptingExperience in group policy managementExperience with Active Directory design for computers and usersExperience with BDD/MDTGood interpersonal, oral and written communication skills and the ability to relate to a wide range of people             at all levelsIf you are looking to consolidate your SOE and desktop expertise, simply apply now or send through your resume to lauren.symmons@talentinternational.comApplicants for this position should have NZ residency or a valid NZ work visa.
Full Stack Developer - Contract;2044550717355367154538204907144003;programming-development;Tue 30 Apr, 11:04 am;;Christchurch City, Canterbury;;Innovative web application projects for big brands AND product developmentGreat team, great culture, supportive and professional environmentContract until December 2019Innovative web application projects for big brands AND product developmentGreat team, great culture, supportive and professional environmentContract until December 2019Who is Zeevo? Zeevo is a creative web and mobile app development provider boasting a prestigious active client base, including customers such as; Fulton Hogan, PGG Wrightson, Hunter Furniture and Enable Networks.  They are committed to building using the latest technologies and frameworks and are consistently delivering premium results for clients through established design and development processes and a passion for excellence. Alongside client projects, Zeevo's in-house SAAS products; FormTab and SalesTab, are key areas of growth and they continue to grow as a business.We are now looking to recruit a contract Senior .Net Developer to take a cornerstone role in a new project team being deployed to a high profile client site. You will enjoy the benefits of the onsite client business and being part of the Zeevo team, and will have the opportunity to contribute heavily to Zeevo's contribution to their clients product development effort.What would I be doing?In this role you will working in a small but high performing team, working on site with a high profile client, delivering product development capability on a large and complex program of work. What do I need?We are looking for a Senior developer in C# that really takes pride in their code and enjoys working in a professional, corporate setting. You will be someone that has a natural eye for detail and can also logically think through a problem. We are after someone with a strong work ethic and a desire to really go above and beyond in representing Zeevo on client site.To be considered for this role, you will be a positive, motivated Senior Full Stack Developer, with the following experience:5+ years experience in C#Strong experience with Microsoft SQLJavascript framework (Vue.js, Angular, React) would be highly advantageousKnowledge of functional- and unit testingOutstanding communication skillsThis is a fantastic opportunity to work within an Agile development environment with a newly created team. What do I do now?Apply now using the Apply button on this page, or for a confidential discussion contact Michelle Bishop at Sourced on 03 928 1402.Please note for this role you must hold the ongoing right to work in New Zealand, with either NZ citizenship or an unrestricted work visa.Who are we? Sourced is a specialist IT Recruitment Agency primarily focused on permanent & contract positions within the Christchurch IT market.Jobseekers come back to us time after time as we look out for them and provide sound, unbiased guidance throughout their careers. Our clients keep coming back because we do what we say we'll do, working to genuinely understand their business, their culture and their unique dynamic. Keep up to date with all that is happening in your local IT and Technology market by registering with us now at www.sourced.kiwiOverseas and New Zealand bound? We work with candidates from all over the globe, every day. If you have made your decision to move to New Zealand and your plans are firmly underway, please get in touch by registering with us.  We have clients who are sourcing specialised IT disciplines and are ready and willing to talk to you.Applicants for this position should have NZ residency or a valid NZ work visa.
Product Owner (Contract);2056348864355367154538204907144003;business-systems-analysts;Thu 9 May, 11:06 am;;Auckland City, Auckland;;The Role:You are responsible for the product that acts as the gateway between multiple front end applications with backend components or core business systems. Activities will include:Collaborating with other Product Owners, Business Analysts, Product Managers and System Managers to understand and negotiate the priorities and impacts.Owning and prioritising the team backlogCreation of enabler features and stories in JiraCreation of enabler story acceptance criteriaParticipating in the scrum ceremonies and release planningMaximising the value of the teamExperience:Minimum of 2+ years as a Product OwnerPrevious experience in a delivery focused role eg BA/PMLarge enterprise experience would be idealTrue agile experience with a passion to increase efficiency across ways of workingOutcome focusedWriting User stories and acceptance criteriaKnowledge of Jira and ConfluenceAgile ScrumTechnical backgroundYour interest will be treated in the strictest of confidence. Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clientsAW853300Applicants for this position should have NZ residency or a valid NZ work visa.
JavaScript Developer;2035823352355367154538204907144003;programming-development;Tue 23 Apr, 1:00 pm;;Wellington, Wellington;;- 6 month contract - ASAP start - Wellington locationWe have a number of exciting contract opportunities for Java Developers to join our client here in Wellington.You will be will be required for 3 key projects and will be responsible for translating graphic visual and interactive designs into the presentation layer for highly interactive web and mobile applications. Developing prototypes and performs hands-on coding to develop and integrate the application user interface.This role will see you working with technologies such as CSS3, HTML5, PHP, JavaScript and associated frameworks, AJAX, JSON, jQuery, Dojo, and various APIs.Required Skills: - Java design / development - JavaScript - Java - JPA - Middleware development - API`s - XMLFor more information or to express your interest, please apply nowApplicants for this position should have NZ residency or a valid NZ work visa.
Business Analyst;2037578375355367154538204907144003;business-systems-analysts;Wed 24 Apr, 5:09 pm;;Auckland City, Auckland;;About the role We are recruiting for a Business Analyst where you will be identifying gaps, problems, needs and opportunities for improvement and ensuring the expected quality and value of solutions are delivered. Implement and administer Cargowise systemPerform training, test and documentationCreate and maintain status reports and project timelines RequirementsKnowledge and experience in transport and warehouse management systemsExperience in application management and Cargowise systemsGood written and verbal communication skillsWe'd love to hear from you, if this is the right role for you - APPLY now or contact Terence Gomes on 027 553 4469 for a confidential discussion. Ref: 98612 Beyond Recruitment IT & Transformation, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information. NB: While all candidates will be reviewed, only shortlisted candidates will be contacted.Applicants for this position should have NZ residency or a valid NZ work visa.
Senior Support Engineer;2048693428355367154538204907144003;programming-development;Fri 3 May, 10:20 am;;Auckland City, Auckland;;A minimum 6-month contract for an internationally known brandDevOps environment - take products to the next digital level!AWS, Java, Integration is a MUST!As an experienced Java Developer, you'll have responsibility and ownership across development functions. Through the use of a variety of DevOps resources, you will be in charge of delivering digitally enhanced initiatives to meet the needs of multiple stakeholders across the business. If you would like to hear more about this role please feel free to drop Teresa Jordan a call to hear more about this opportunity or register your interest in future opportunities.  Who are you?You'll be an experienced Senior Java Contractor with a strong background in online systems integration. You will be an able communicator with experience at times leading projects. Your background will show a thorough history in Java as a senior and full stack development experience would be a bonus.What you'll need to succeed:Java development experience at a senior level - enterprise experienceExcellent knowledge in a number of technologies such as Java, Javascript and MuleDatabase and development skills including Oracle, SQL serversCloud development experience in AWS is a MUST!Enthusiasm and experience working in Agile environments, particularly continuous deliveryTeam player, fun, outgoing and passionate about high-quality codeWith my client's objective to expand digital practices and the brand's continuous success, there really isn't another opportunity like this in the NZ market. TJ_844490Applicants for this position should have NZ residency or a valid NZ work visa.
Data Engineer;2054897792813168054625014818004;database;Wed 8 May, 12:03 pm;;Auckland City, Auckland;;Be part of the data revolutionWork with vast data sets in a fully agile environment in a high performing teamImmediate start availableThe Role and OpportunityOur leading enterprise level client, is in need of a passionate Data Engineer on contract basis who loves being in the middle of a data revolution, wrangling with vast data sets and building out fast data platforms.You will be part of a high performing Data Engineering team working on large scale programmes of work, whilst working with like-minded people, sharing knowledge, working together and perfecting data affecting millions of lives.What You Need?To be considered for this contract role you will need to be a seasoned Data Engineering pro, have experience with Apache Spark and ETL tools like SSIS, Informatica etc with the use of Big Data platforms being an added bonus.If you're in a permanent role with above experience, this could also be the perfect opportunity for you to jump into the contracting world.What Next?Does this sound like the role for you and would like to know more? Or would simply like to hear about more opportunities in the data space? If so, submit your application using the link or for a confidential discussion, please contact Peter Sing on 021 233 1007.**CVs preferred in Word format. Search all our roles here: www.momentum.co.nz/your-next-jobUnder the provisions of the Privacy Act 1993, you have the right to access and request the correction of information held by us concerning you.  We will retain all information for future vacancies (permanent or contract).  Should you wish Momentum Consulting Group to delete this information from our database we shall require written notification to do so, subject to any legal obligations that require us to retain such information.Applicants for this position should have NZ residency or a valid NZ work visa.
Business Analyst;2024626405355367154538204907144003;business-systems-analysts;Sun 14 Apr, 11:28 am;;Manukau City, Auckland;;About the role: This is a Business Analyst position with a government agency working closely with their analytics team.  The analytics team develop predictive models used by a number of government agencies to ensure New Zealand's on-going boarder protection. The project is now in the operational delivery/deployment phase and requires a business analyst to engage with customers to elicit business problems, identify analytical projects, develop project requirements, scope definition and communicate back to stakeholders the progress and outcomeThe role requires an understanding of data and analytics, however the primary duties for this piece of work is business requirements elicitation, project scoping/design, data source identification, gap analysis and partnering with modelling analysts who will build a model to meet the customer requirements. About you:Senior Business AnalystSuperior business writing skillsExperienced process and design professionalExperienced in project scoping and elicitation of requirementsStrong people and soft skills required for customer engagementUnderstanding of data science and predictive modellingWe'd love to hear from you, if this is the right role for you - APPLY now or contact Clare Saunders on 09 374 0876 for a confidential discussion. Ref: 98512 Candidates must have the legal right to work in New Zealand. Beyond Recruitment IT & Transformation, connecting IT talent with IT opportunities.Visit www.beyond.co.nz for more roles and information.
Solution Architect;2029718926813168054625014818004;architects;Thu 18 Apr, 9:08 am;;Auckland City, Auckland;Salary;Why you would like it: - Cross-functional, Enterprise, Agile delivery squads - Generous salary and package - Collaborative, fun, creative, open workspace and team - Project environment, healthy complexity to dig your teeth into - Modern development tools and practicesThe Company:This clean-cut corporate is a household name with a great employer reputation in Auckland. They are undergoing their most significant transformation project to date and are seeking an experienced Solution Architect for proactively and holistically supporting EA activities for creating deliverables that guide the developing direction for managing a portfolio of solutions in response to disruptive forces and driving achieving targeted business outcomes. Solutions include systems (including applications, technologies, processes and information), shared infrastructure and shared application services.The Role:  - You will sit within the strategic transformation programme of work, reporting to senior executives and consulting to a number of varied business units. - Provides leadership, analysis and design related to the development of solution architecture. - Continuously gathers feedback from and sets expectations with all relevant stakeholders. - Provide consulting support within squads to ensure the roadmap and planned is aligned with the overall enterprise architecture. - Design and lead the implementation of a solutions architecture across a group of specific business applications or technologies based on enterprise business strategy, business capabilities and business requirements. - Document all solution architecture design and analysis work. - Understand technology trends and the practical application of existing, new, and emerging technologies to enable new and evolving business and operating models.What we need to see in your background - Knowledge of all components of an enterprise technical architecture. - Excellent understanding of application development methodologies and infrastructure and network architecture. - Experience with Infor ION, Mongoose DB, UI, GIS, Integration is highly desired but not required. - Ability to translate future-state business capabilities and requirements into solution architecture requirements. - Ability to apply multiple technical solutions to business problems. - Proven experience working with agile project management methods, whilst understanding the fundamental principles behind what they are trying to achieve and why they are valued. - Experience in agile delivery of products, demonstrating proactive engagement to deliver architectural outcomes. - Demonstrates sound judgement and is comfortable balancing multiple priorities and dealing with ambiguity, applying both pragmatism and bold direction when appropriate. - Hands-on experience working within and collaborating in an agile environment.Please note that to be considered for this role you will need to be here in New Zealand right now, for face-to-face interviews, and hold a valid NZ Work Visa or NZ Residency or NZ Citizenship.If you would like a confidential chat around the role, feel free to email me and we can tea-up a time.mike.n.a4ljwc5jpe82@potentia.aptrack.co.uk MNJO-1902-49752Applicants for this position should have NZ residency or a valid NZ work visa.
Technology Tribe Leader;2027470848813168054625014818004;management;Tue 16 Apr, 5:08 pm;;Wellington, Wellington;;Are you passionate about Technology and developing customer centric solutions?  <P%; 21.3pt;?=""><P%; 21.3pt;?=""> In this newly created role, as a Technology Tribe Lead you'll deliver on the mission and purpose while enabling Platforms and Technology strategy.  Working closely with Technical Area and Platform Leads to focus on the IT maturity, supportability and resilience of the platforms within the Tribe.    <P%; 21.3pt;?="">  <P%; 21.3pt;?="">Working hand in hand with business sponsors and Tribe Leads to align Technology Strategy to the business/Tribe purpose , you'll be relentless in breaking down barriers and removing roadblocks that impact the team's ability to deliver as the customer experience at the heart of everything you do.  <P%; 21.3pt;?="">   We're looking for people who are passionate about, and can deliver the following:Collectively work with Platform Leads and Lead Engineers to build and develop the Technical expertise and capability the teams need to deliver and drive the innovation.Collaborate with business stakeholders and Tribe Leads to align Technology strategy to the business and Tribe purpose.Work with the platform lead to ensure the Tribe remains fit for purpose, well-supported and stable.A background in platform leadership, ideally with project management experience.You are a strong active Agile practitioner.Proven ability of leading teams through change.Delivery experience in Technology or the Business.Successfully built a network of excellent relationships and influenced across the enterprise including at Leadership and Board Level.If successful, you'll join a sought-after employer of choice who are renowned for their culture and technical capability; often seen as market leader within their field.   In return for your skills and experience the organisation can offer an excellent package with a base salary between $160,000 to $180,000 depending on experience relevant to this role.     If you have the skills and experience as listed above, please apply as soon as possible.   We will review applications daily and progress suitable candidates quickly.   For further information please contact Chris Kent on chris.kent@beyond.co.nz . Please note, you should have the right to work in New Zealand already in place. Ref No: 98469 <LI(32, normal;?="" normal;="" 11pt;="" ?calibri?,sans-serif;="" 100);="" 56,=""><P(0, normal;="" 11pt;="" ?calibri?,sans-serif;="" lfo1;?="" level1="" l0="" widow-orphan;="" auto;="" 1.0cm;="" 10pt;="" 0cm;="" 0);="" 0,="">
CALLING ALL .NET DEVELOPERS;2055240891813168054625014818004;programming-development;Wed 8 May, 6:06 pm;;Auckland City, Auckland;;Is your contract coming to an end or are you keen to see what permanent opportunities are out there?5+ years plus in core C#.Net, VB.Net, SQLMarket leading rates and flexible start dateCI/CD - Cloud - Latest tech stack .NetCore, React.JS, Angular.JS, KnockoutWe have a number of clients currently looking for highly experienced Software Developers to join their teams. Feel free to register your interest and I will be happy to have a confidential conversation around what's happening in the NZ market and what types of roles are either active or in the pipeline.Flexible start dates - We can help you line up your next contract! Feel free to call Teresa Jordan on +64 21 772 103 for further information! Ideally 5+ years' software development experienceHighly skilled using Web API Development, C#.Net, VB.Net, SQL, jQuery, CSS & ASP.Net MVC.Solid front-end skills using Angular/React/Knockout/VueGreat attitude and ability to work with a friendly and upbeat teamCloud experience across Azure/AWSYour interest will be treated in the strictest of confidence. Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clients.TJ_847504Applicants for this position should have NZ residency or a valid NZ work visa.
Contract .Net Developer;2044962022813168054625014818004;programming-development;Tue 30 Apr, 6:20 pm;;Auckland City, Auckland;;Leading Kiwi brand located in the heart of CBDAPI, .Net focused role - Angular front endImmediate start, likely to extendJoin an energetic and vibrant company on an exciting 3month contract focusing on web API, .Net development! National leading brand, located in the heart of the CBD.What you'll be doing:This is a contract role that will see you working across a range of application development projects that will be used by thousands of Kiwi's every day. The role will involve predominately development in the Web API space, however, some skills in C#, Angular and ASP.Net would also be of use. Ideally, you will have worked in an agile environment and followed the methodology across the project previously. Key Skills and ExperienceIdeally 3+ years' software development experienceHighly skilled using Web API Development, C#.Net, VB.Net, SQL, jQuery, CSS & ASP.Net MVC.Solid front-end skills using Angular (6)Great attitude and ability to work with a friendly and upbeat teamIf this role is for you then - APPLY NOW!  Your interest will be treated in the strictest of confidence.Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Applicants must be legally entitled to work in New Zealand. If you are not an NZ Citizen, you must have the right of permanent residence or a work permit.Note: We review all CV's manuallyContinue and you will only be contacted if your skills and experience meet the requirements of any of our clients. TJ_831663Applicants for this position should have NZ residency or a valid NZ work visa.
