"sep=;"
Java Developer | Contract;1365271728;programming-development;Thu 6 Jul, 4:02 pm;;Auckland City, Auckland;NZD80 - 85 per hour;The client:This organisation has set the tone for what a modern software development business should look like. They develop bespoke solutions for a variety of high-profile organisations who look to them for expertise and leadership around innovation and solution design.What you need to be successful: - 4+ years commercial Java development experience - An agnostic approach to technology is required. We want to talk to developer who have dabbled in a variety of tech. - Familiarity with MySQL, AWS could also be advantageous - Proven adaptability and productivityContract details: - Immediate start - $80-85 p/h - 3 months - City fringePlease send your CV to us ASAP to be considered for this great contract opportunity.Applicants for this position should have NZ residency or a valid NZ work visa.
Senior Business Process Analyst;1369457331;business-systems-analysts;Wed 12 Jul, 10:09 am;;Auckland City, Auckland;;Large Corporate brandRolling ContractGreat CBD office locationMy client are looking for an experienced, senior business analyst with strong business process experience, who has delivered and will continue to deliver successful project and business outcomes.The successful applicant will engage in a range of common Business Process Analysis activities (such as process mapping and re-engineering), taking ownership for the planning and delivery of these activities, as well as the necessary communications and reporting that goes along with this role.The successful applicant will join an in-flight project at a critical stage to help support and deliver business process analysis and change, detailed process requirements, gap-analysis with a process lens, and (where possible) support the capture of technical and non-functional requirements alongside a Solution Architect. The primary objective is helping the project team and business successfully implement a new technology solution.The role will be based in Auckland but has a group responsibility, meaning that the business analyst may be required to travel to other sites.Senior stakeholder management experience will be essential, as is business awareness of change management principles. Analysis experience in an enterprise scale environment is crucial and preferably within the hospitality industry although preference will be for candidates with an ERP and/or Supply Chain background.What you will need:- 8+ years experience in business analysis for technology projects including implementation, with a particular focus on business processes- Solid understanding of the process discipline (e.g. value chains, process levels, process hierarchies and classification frameworks such as APQC)- Experience in process methodologies such as BPMN, but not essentially as a tailored methodology has been adopted and will be shared with successful candidate- Strong business process reengineering experience, practiced lean six sigma methodology would be great but not essential- Ability to quickly understand and document complex processes such as those related to supply chain management, inventory and warehouse management, and food and beverage outlets- Proficient in business process design activities to complete business process maps (models or related process documentation) - from design and practical implementation perspectives which incorporate business requirements including business rules and polices, internal controls along with operational effectiveness- Accomplished in the completion of process related sections of functional design documents (FDD)- Solid capability in translating/bridging the process requirements between the business and the technical teams- Skilled in systematically managing process requirements and change through the project lifecycle - Good written and verbal communications, including technical writing - Highly confident at participating in workshop environments with business and system subject matter experts (SMEs) to drive process outcomes and deliverables- Solid experience of working in cross-functional teams e.g. with other BA's (business analysts), change analysts, business SMEs, technical analysts and a System Integrator team members.- Experienced with, or knowledge of, Infrastructure, Integration, Data Migration- Experienced in constructively managing risks and issues resolution - Specialist in projects involving significant organisational change, particularly in technology driven transformations/change (hence focus on business process change).Don't be one of those people who read an advert about a fantastic opportunity and never actually apply, only to later hear somebody you know bragging about how great their new job is!  They applied so don't miss this opportunity - APPLY NOW!Your interest will be treated in the strictest of confidence.  Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clientsApplicants for this position should have NZ residency or a valid NZ work visa.
JavaScript developer | React and Redux;1365060196;programming-development;Thu 6 Jul, 10:05 am;;Auckland City, Auckland;NZD75 - 85 per hour;The CompanyAs a talented client-facing JavaScript Developer, you will throw yourself at this amazing opportunity to work for a leading technology consultancy.  Our client provides solutions for some of New Zealand`s largest companies and prides themselves on their innovative and unique approach to solving complex business problems. The Role: We are after a smart and resourceful JavaScript developer that follows clear standards, who is flexible and can continually adapt to the environments of clients. Your underlying strength and speciality will be JavaScript development with expertise in technologies such as React and Redux. In return, you will work with a team that cares about its staff and the quality of work they deliver.To be successful you will need:   - At leat 3-5 years experience with React, Redux and Bootstrap, which are fundamental tools to accomplish this role. - A proven record of front-end development projects accomplished, including HTML5/CSS3, Bootstrap and JavaScript skills. - Good knowledge of Java as back-end technology will be an advantage - Excellent communication skills and a willingness to contribute.Please note you must possess the right to live and work in New Zealand to be considered for this role. Since this is an urgent requirement, you must be available to interview and start without delay.ARJO--1707-46862Applicants for this position should have NZ residency or a valid NZ work visa.
Solutions Specialist;1361413517;sales-presales;Sat 1 Jul, 3:10 pm;;Auckland City, Auckland;Salary + Benefits;Microsoft Inner Circle status for Microsoft DynamicsBe the expert in our Dynamics product suite to deliver top service to clientsHealth Insurance - Cell phone allowance - Professional development pathwaysWho are we?Citizenship at Intergen is about being engaged, contributing, and receiving; Intergen represents an exceptionally talented group of people that deliver leading edge solutions to clients. We are utterly passionate about this, and we are equally convinced that Intergen is an incredibly rewarding environment to work in.We are known for having exciting projects and a fresh, fun and vibrant culture. We have a number of MVPs working for us around the world and we lead in delivering cutting edge solutions for Microsoft and many other high profile clients - It's a great time to come on board!The JobAs our Solutions Specialist for Dynamics CRM you'll be providing strategic leadership, product advice and expertise with the specialist skills to enable the team and business to create value, maximise growth and drive improving performance of our clients. This involves understanding the client's organisation and enhancing their business through recommending better or more appropriate policies, processes, architectures and technologies. Your job is  based in Wellington, the best little capital in the World with the best coffee, beer and restaurants in NZ!The FitTo fit in with us you will need passion! You'll also need to be highly motivated and client focused. Intergen has a vibrant culture and aims to get the best out of its people so if you like striving to new heights and working with the latest Dynamics 365 Sales and Services solutions then you'll slot right in.The ExperienceAs a Solutions Specialist you will be instrumental in driving the presales messaging, presentations and workshop facilitation to contribute to the growth of Intergen's brand reputation and revenue generation.  You'll have done this sort of thing before and be confident working directly with clients with an aptitude for gaining a thorough understanding of their vision. You will have a deep expertise within your product specialisation (Dynamics CRM) and be responsible for providing thought-leadership and product strategy roadmaps for complex cross-product solutions for our clients. You will be a Microsoft Dynamics evangelist and have the communication skills and capability to present this view to clients, partners and colleagues.  You will have the credibility and experience to own the product relationships with counterparts in Microsoft and other related third party vendors.The BenefitsAside from offering a great job in a fantastic city with a talented team, we offer; free International Travel insurance, additional Parental Package to Government Assistance, banking benefits, health insurance cover, technology purchases at dealer rates - computers, TVs, stereos, electronics! We also offer a corporate cell phone plan all paid for, free fruit, espresso coffee, training opportunities, clear career pathways and more!To ApplyWe really want to hear from you, even if it's just to ask some questions about this job, talk about salary, or to have a chat in confidence. Email Chloe, our Recruitment Specialist at chloe.skidmore@intergen.co.nz If you are ready to apply, that is great! Apply with your CV by clicking the apply button below. We will get back to you in writing within 14 days.
Information Security Consultant;1363670504;security;Tue 4 Jul, 2:04 pm;;Wellington, Wellington;;Financial Services Focus Agile environment Competitive packageTechspace is renowned for providing top level consulting services and we are now growing our professional services arm with our diverse client base. This is an excellent opportunity for a seasoned security consultant to be introduced to a big player in the Financial Services space in a permanent Wellington based role. This position will see you working across the business to influence and identify information security requirements to protect the business from current and emerging treats. You will be a trusted partner of the business guiding and influencing business leaders on security issues, treats and threats.  You will have the opportunity to shape business strategies and consult with IT, Risk and commercial teams to ensure strategies align. To ensure your success in this role it is expected that you will have:•	Several years in information security, risk management, audit or equivalent in large and complex environments complimented by consulting assignments •	A knowledge of international security and risk related standards and frameworks - including SABSA, ISO-27000 series, ISO 3100•	Experience with wireless networking, device and mobile applications •	Solid knowledge of regulatory frameworks related to information security •	Financial services industry experience ideal •	Industry certifications (CISSP, CISM, SABSA) all beneficial •	Experience in an Agile environment and with knowledge of Project Management disciplines advantageous This is an excellent opportunity for a seasoned security professional looking to make their mark in the New Zealand financial services market. If you are interested in hearing more about this opportunity, or if this isn’t quite for you then connecting for future roles please apply now addressing your application to Sarah Welsh, Techspace Professional Services. 
Operational Support Designer;1364640553;business-systems-analysts;Wed 5 Jul, 6:23 pm;;Auckland City, Auckland;;Operational Support DesignerAuckland or Hamilton6-12 monthsAbout the role The Operational Support Designer is responsible for the d esign and development of operational processes and reporting artefacts that allow the business to effectively measure and compare IT and Network service performance, in a multi-supplier environment against established service expectations. You will be required to design and re-design processes and operational documentation to continually improve Operational Support Models and service performance. Skills & experience required5 years Operational Support Design/AnalysisKnowledge of ITIL with specific experience in operations ITSM practicesExperience and exposure to a number of different commercial and operational environmentsBroad understanding and experience of Enterprise and Telco ICT business functions and associated technologiesExperience in managing and negotiating with 3 rd party service delivery organisations to achieve service management outcomesExperience in creating Operations Service Management modelsCandidates who have the legal right to work in NZ are invited to apply. We'd love to hear from you, if this is the right role for you - APPLY now or call Clare Saunders on 09 374 0876. Ref AK 87541/SK91277A Beyond Recruitment IT & Transformation, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information
Senior Security Specialist;1373988296;security;Tue 18 Jul, 12:02 pm;;Auckland City, Auckland;;Six-month contract opportunityGreat central Auckland locationReporting to the Chief Information Security OfficerOur client is looking to take on an expert in all things security, to join their team and assist in the protection of their information assets. You will be designing solution and working to ensure that they all comply with the standard security policies and to the standards of NZISM and HISF.To be considered for this role, it is required that you have:- A Bachelor's or Master's Degree in Computer Science, Information Systems, or other related field, or equivalent experience- An Information security certification (e.g. CISSP, CISM, CASP, GIAC etc.)- Knowledge of IT security principles, best practice and industry trends, international and NZ information security standards (ISO/IEC 2700x, HISO, NZISM, NZ PSR and NIST 800 etc.) is preferable - Excellent verbal and written communication skills- Ability to establish and develop relationships across large organisations- Awareness and understanding of Data Protection law and regulations, and also Business Continuity principles- Ability to influence and lead people towards making a changeIf this sounds like the opportunity you have been waiting for and you have the skills listed above, please apply today!!!Click Apply Now or call Amelia Fitchew on 09 579 7929 for more information.Only people with the right to live and work in New Zealand may apply for this role. For this position, you must be available for an interview in Auckland.Job Reference number: 2555025Applicants for this position should have NZ residency or a valid NZ work visa.
Solutions Specialist;1361413545;sales-presales;Sat 1 Jul, 3:10 pm;;Wellington, Wellington;Salary + Benefits;Microsoft Inner Circle status for Microsoft DynamicsBe the expert in our Dynamics product suite to deliver top service to clientsHealth Insurance - Cell phone allowance - Professional development pathwaysWho are we?Citizenship at Intergen is about being engaged, contributing, and receiving; Intergen represents an exceptionally talented group of people that deliver leading edge solutions to clients. We are utterly passionate about this, and we are equally convinced that Intergen is an incredibly rewarding environment to work in.We are known for having exciting projects and a fresh, fun and vibrant culture. We have a number of MVPs working for us around the world and we lead in delivering cutting edge solutions for Microsoft and many other high profile clients - It's a great time to come on board!The JobAs our Solutions Specialist for Dynamics CRM you'll be providing strategic leadership, product advice and expertise with the specialist skills to enable the team and business to create value, maximise growth and drive improving performance of our clients. This involves understanding the client's organisation and enhancing their business through recommending better or more appropriate policies, processes, architectures and technologies. Your job is  based in Wellington, the best little capital in the World with the best coffee, beer and restaurants in NZ!The FitTo fit in with us you will need passion! You'll also need to be highly motivated and client focused. Intergen has a vibrant culture and aims to get the best out of its people so if you like striving to new heights and working with the latest Dynamics 365 Sales and Services solutions then you'll slot right in.The ExperienceAs a Solutions Specialist you will be instrumental in driving the presales messaging, presentations and workshop facilitation to contribute to the growth of Intergen's brand reputation and revenue generation.  You'll have done this sort of thing before and be confident working directly with clients with an aptitude for gaining a thorough understanding of their vision. You will have a deep expertise within your product specialisation (Dynamics CRM) and be responsible for providing thought-leadership and product strategy roadmaps for complex cross-product solutions for our clients. You will be a Microsoft Dynamics evangelist and have the communication skills and capability to present this view to clients, partners and colleagues.  You will have the credibility and experience to own the product relationships with counterparts in Microsoft and other related third party vendors.The BenefitsAside from offering a great job in a fantastic city with a talented team, we offer; free International Travel insurance, additional Parental Package to Government Assistance, banking benefits, health insurance cover, technology purchases at dealer rates - computers, TVs, stereos, electronics! We also offer a corporate cell phone plan all paid for, free fruit, espresso coffee, training opportunities, clear career pathways and more!To ApplyWe really want to hear from you, even if it's just to ask some questions about this job, talk about salary, or to have a chat in confidence. Email Chloe, our Recruitment Specialist at chloe.skidmore@intergen.co.nz If you are ready to apply, that is great! Apply with your CV by clicking the apply button below. We will get back to you in writing within 14 days.
.Net Developer;1368149251;programming-development;Mon 10 Jul, 4:37 pm;;Auckland City, Auckland;;Contract opportunity to join a well-known large enterprise organization for project work.We are looking for a strong .Net Developer who has been involved with gathering requirements or talking to users to establish requirements for enhancements and new development work. You will be working within a projects team for the design and delivery of a custom application to be used across a large enterprise. Key Skills Required:•	.Net / C# / SQL •	Strong coding experience •	Experience with user stories or requirements gathering•	Outstanding communication skills •	Ability elicit requirements and information from a broad range of users•	Able to start within 2 weeks or soonerPlease note – This role requires an immediate start so you will need to be in country and legally entitled to work in NZ.Applicants for this position should have NZ residency or a valid NZ work visa.
Software Engineer - Tech Lead;1357554124;programming-development;Mon 26 Jun, 12:05 pm;;Auckland City, Auckland;;Contract Position w/ Immediate startWorld-famous for their serviceAPI Service DomainWe are on the search for a superstar Senior Software Engineer / Technical Lead to help our client maintain their reputation as one of the nation's leaders in their industry! This role will see you managing the API Service Design and domain modelling in order to build the digital DNA of this reputable organisation.To be successful in this role you must have, The ability to pick new skills up quickly and hit the ground runningJava and Mule experience in a complex working environmentAWS & Docker experience is beneficialREST & RESTful API Development experienceUnderstanding of the software product cycleBeneficial experience to have,Unit testingIntegration testingContract TestingGradleExperience with an API Gateway productDesign experience building microservicesDatabase exposureTechnical requirements analysisIf this sounds like the role for you, and you are after a new opportunity, please Apply Now or call Nidhi on 09 579 7929 for more information.Only people with the right to live and work in New Zealand may apply for this role. For this position, you must be available for an interview in Auckland.Don't forget to visit our website for more vacancies and job opportunities. www.rwa.co.nzJob Reference number: 2531253Applicants for this position should have NZ residency or a valid NZ work visa.
Contract Front-End Developer;1365874016;programming-development;Fri 7 Jul, 10:21 am;;Auckland City, Auckland;;Beyond Recruitment is the largest 100% kiwi-owned multi-service recruitment, contracting, temp agency and talent services company in New Zealand. Will you be looking at going contracting in the near future, or is your current contract winding up? If you have been considering a move to contracting or you are looking for a new engagement get in touch!  Front-End or Full-Stack skillsets are in demand:JavaScript, HTML, CSSJavaScript libraries of your choice (ReactJS in particular)CMS systems of your choiceWEB API'sUI / UX developmentClient facing experience, (requirement gathering, stakeholder management)Strong time-management skillsExposure to source controlResponsive designStrong verbal and written communication skillsWe'd love to hear from you, if this is the right role for you - APPLY now or contact Tim Palmgren on 027 553 4469 for a confidential discussion. Ref AK87572  / SK91099A  Beyond Recruitment IT & Transformation, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information.
Business Analyst;1374765859;business-systems-analysts;Wed 19 Jul, 11:04 am;;Auckland City, Auckland;;Contract positionProcess Improvement focus3-Months, starting asapOur client is looking to take on someone for an immediate start, to work within their service operations team and assist in the improvement of the processes that occur within! You will be performing typical BA duties, but this role also requires someone who is familiar with the service desk environment, and passionate about making a positive impact!To be considered for this role, it is essential that you have:- Business Analysis experience (e.g. requirements elicitation, process mapping and documentation skills)- Systems and application lifecycle analysis experience and system support tools and technologies domain knowledge is advantageous- ITIL experience preferred - Excellent verbal and written communication skills- Ability to work across a multi-layered organisation- Go-getter and self-starter- Experience working within Service Operations- Strong attention to detail and meticulous approach If this sounds like the opportunity you have been waiting for and you have the skills listed above, please apply today!!!Click Apply Now or call Amelia Fitchew on 09 579 7929 for more information.Only people with the right to live and work in New Zealand may apply for this role. For this position, you must be available for an interview in Auckland.Job Reference number: 2556055Applicants for this position should have NZ residency or a valid NZ work visa.
Front - End Devloper;1375800062;programming-development;Thu 20 Jul, 5:23 pm;;Auckland City, Auckland;;Beyond Recruitment is the largest 100% kiwi-owned multi-service recruitment, contracting, temp agency and talent services company in New Zealand. Will you be looking at going contracting in the near future, or is your current contract winding up? If you have been considering a move to contracting or you are looking for a new engagement get in touch!  Front-End or Full-Stack skillsets are in demand:JavaScript, HTML, CSSJavaScript libraries of your choice (ReactJS in particular)Phonegap/Cordova would be a massive bonusWEB API'sClient facing experience, (requirement gathering, stakeholder management)Strong time-management skillsExposure to source controlResponsive designStrong verbal and written communication skillsWe'd love to hear from you, if this is the right role for you - APPLY now or contact Tim Palmgren on 027 553 4469 for a confidential discussion. Ref CA87805  / SK91099A Beyond Recruitment IT & Transformation, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information.
Change Management Lead;1370409881;project-management;Thu 13 Jul, 3:06 pm;;Auckland City, Auckland;;Change Management Lead3-6 monthsAuckland CBDAbout the role: The position of contract Change Lead reports to the Change Manager on this enterprise program of work. You will have experience developing communication plans, training material and manage a third party implementation partner.Communications Lead/AnalystStrong understanding of project methodologiesDeveloping a Communications PlanDevelop training materialAble to manage third party vendorsExperience with ITIL, Microsoft SCCM and SCOM or ServiceNow is an advantageBe flexible and adaptableStrong collaboration and communication skillsWe'd love to hear from you, if this is the right role for you. Call Clare Saunders on 09 374 0876 or APPLY now! Ref No: 87582 / SK91277A Beyond Recruitment IT & Transformation, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information
Technical Business Analyst;1373890642;business-systems-analysts;Tue 18 Jul, 9:05 am;;Auckland City, Auckland;;Technical Business AnalystAuckland CBDAbout the role: As an experienced Technical Business Analyst you will be looking analysing current state and future state Server OS and Server-side Application patching and currency. This contract is for 3-6 months based in the Auckland CBD. Skills & experience required:Technical Business Analysis experiencePatching and Version Currency AnalysisDetailed current state documentationHave superb written and verbal communication skillsWe'd love to hear from you, if this is the right role for you - APPLY now or contact Clare Saunders 09 374 0876 for a confidential discussion. Ref AK 87583/ SK91277ABeyond Recruitment IT & Transformation, connecting IT talent with IT opportunities. Visit www.beyond.co.nz for more roles and information. Ref No: 87583
Senior Technical Business Analyst;1364410467;business-systems-analysts;Wed 5 Jul, 12:01 pm;;Auckland City, Auckland;;Potential career developmentGreat organisation with great valuesAwesome central Auckland location, away from CBDWe are looking for an experienced Business Analyst with a flair for technical analysis to join our client for an upcoming project. This role will see you assisting in the transition of applications to the new operating system within the organisation. Due to the large nature of the project, it is essential that you are a seasoned BA who is ready to roll!To be considered for this role, it is essential that you have:- Intermediate or Senior Business Analysis experience, specifically with technical analysis- Great verbal and written communication skills- Excellent attention to detail and problem-solving ability- Initiative and a drive to deliver quality results- Systems and application lifecycle analysis experience would be advantageousIf this sounds like the opportunity you have been waiting for and you have the skills listed above, please apply today!!!Click Apply Now or call Amelia Fitchew on 09 579 7929 for more information.Only people with the right to live and work in New Zealand may apply for this role. For this position, you must be available for an interview in Auckland.Job Reference number: 2543002Applicants for this position should have NZ residency or a valid NZ work visa.
Senior Mobile Automation Tester;1357768415;testing;Mon 26 Jun, 6:01 pm;;Auckland City, Auckland;;Contract position w/ immediate startExciting projects aheadLeaders in their industryOur client is looking to take on an experienced mobile automation tester in a contract position to help them provide a better experience for their large customer base.The requirements for this role are:- Extensive experience with mobile automation solutions using Appium is essential- Work experience in cucumber and feature file automation framework- Minimum of 4 + years of experience in mobile test automation- Scripting knowledge in Java- Experience in continuous integration methodologies- Strong understanding of Agile methodologies- and Excellent verbal and written communication skillsIf this sounds like the opportunity you have been waiting for and you have the skills listed above, please apply today!!!Click Apply Now or call Amelia Fitchew at RWA on 09 579 7929 for more information.Only people with the right to live and work in New Zealand may apply for this role. For this position, you must be available for an interview in Auckland.Job Reference number: 2498892Applicants for this position should have NZ residency or a valid NZ work visa.
Senior Project Coordinator;1363637956;project-management;Tue 4 Jul, 1:08 pm;;Wellington, Wellington;;Immediate startTop hourly rate (3 month + engagement)Dynamic, high pace delivery environmentIf you are a seasoned Project Coordinator ready to dive into an exciting new contract we want to hear from you ASAP.Our client is looking for a great communicator who can tailor their approach for a broad range of stakeholders. This cross agency initiative demands attention to detail, drive, and an ability to push others to get the job done. 3 month hourly rate contract;Mix of system and people change work;Highly dynamic, fast paced environment.Visible at the top tables of multiple Government agencies.This role is requires a true professional with a cool head under pressure and appreciation for the mechanics of Government. If this sounds like you and you are ready to start on Monday apply below or contact Catherine Walsh on 04 499 6161 for more information.NOTE THAT YOU MUST HAVE A CURRENT RIGHT TO WORK IN NZ TO BE CONSIDERED FOR THIS ROLE.Applicants for this position should have NZ residency or a valid NZ work visa.
CONTRACT Full Stack Web Developer (PHP/JavaScript);1372272873;programming-development;Sun 16 Jul, 8:11 am;;Queenstown-Lakes, Otago;$60-$75 per hour 6 month contract (may extend);Strong PHP Full Stack Dev? Keen for a Ski / Snowboard season down in Queenstown?Come on down….Work in an exciting Agile / Scrum team creating fresh features on a bunch of web projects within an innovative technically led environment…What you’ll bring:***Solid PHP coding experience (Laravel/Lumen a bonus or other MVC PHP frameworks)***Good HTML/CSS/JavaScript (Angular a bonus)***Accustomed to working with RESTful APIs***MySQL/PostGreSQL/Linux/AWSWhat you’ll get:***6 Month Contract role Immediate Start***Work in Continuous integration environment (Jenkins)***Design & Develop new features for Web Applications***Agile / Scrum environment***Prompt payment by Sunstone payrollGet in touch for this 6 month contract role now contact PaulPlease send CV with short note to paul@sunstonetalent.comApplicants for this position should have NZ residency or a valid NZ work visa.
Contract Senior Test Engineer;1374099346;testing;Tue 18 Jul, 3:04 pm;;Manukau City, Auckland;;Manual Testing role with a strong Automation componentImmediate start preferred BUT will wait for the right candidateSouth Auckland LocationSix-month contractManual and Automation TestingSouth Auckland location$75 per hour + GSTWhat you'll be doing:This position will see you using your experience across manual and automation testing, within a highly complex enterprise scale project. This is a predominantly hands on role- the technology stack includes Jira, Selenium and Cucumber.What you'll need to succeed: Extensive experience as a Senior Test AnalystExperience working in a collaborate agile environmentExperience with complex systems in large user sites/organisationsAbility to cut through complexity and understand the true requirements. .Awesome communication skillsYou must be available for an immediate start and live south of the Auckland Harbour Bridge. Don't be one of those people who read an advert about a fantastic opportunity and never actually apply, only to later hear somebody you know bragging about how great their new job is!  They applied so don't miss this opportunity - APPLY NOW!Your interest will be treated in the strictest of confidence.  Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clients.Ref# AH462231Applicants for this position should have NZ residency or a valid NZ work visa.
Solution Architect Corporate;1371120858;architects;Fri 14 Jul, 3:14 pm;;Auckland City, Auckland;;Large Corporate ClientBecome part of a huge business transformationAwesome CBD office locationMy corporate client are looking to bolster their Architecture team and bring on a Solution Architect to lead the Architectural and Design activities across all of the activity in the Corporate Domain.  You will need to have experience and an enterprise focus in Finance, HR, Payroll or Legal SystemsThe Role:- Lead the Architecture and Design practices across this domain in concert with and in-line with standards developed across all ICT domains.  This will require them to manage front-line design decisions with appropriate rigour and escalate where appropriate- Stay involved in solution delivery in a governance and assurance capacity to ensure the successful deployment of important capability improvements in this domain- Work cross-domain to ensure maximum uptake of new capability whilst also understanding other domains requirements and planning for their satisfaction or communicating clearly that this will not be possible- Act as a key business partner for the Domain Programme Lead, performing the role of "trusted advisor" on all maters that are ICT related- This will include assisting in all portfolio management tasks as required and being proactive in suggesting areas for improvement or risk control- This will also include taking on discovery and analysis tasks as required by the Programme Lead- Lastly it will include the requirement to estimate and cost where possible all ICT work as it relate to this domain- Actively look for innovation areas that offer improvements in capability in this domain- Manage key stakeholders relationships and resources to ensure the achievement of yearly ICT Strategic plan to quality expectations and timelines.  This clear accountability may require early formal escalation of issues that might affect this outcomeWhat you will need:- Professional/tertiary qualifications or equivalent experience- Relevant, demonstrated customer hospitality and channels architecture skills required- 10+ years' experience in the industry would be desirable- Knowledge and experience with relevant best practices and methodologies - Strong IT delivery risk management skills- Ability to work as a technical liaison between several internal organisations including Systems, IT infrastructure, Product Management, and other key stakeholders- Ability to interpret business and technical requirements based on varying drivers/constituents including clients, internal stakeholders, product plans, etc.- Pragmatic approach and ability to drive projects with many actors- Demonstrated enabling of an organisations' strategic direction- Familiarity with  approval cycles, processes, and methods gained from consulting experience - Ability to think about the short and long term organisational impacts when making decisions and providing advice- Skilled in identifying and recommending cost effective solutions and organise resources allocation- Ability to clearly convey information in a persuasive manner to clients, colleagues and other business units and communicate complex ideas to suit different audiences, especially when managing relationships with Senior Executives- Demonstrated ability to build and maintain relationships with key clients and stakeholders, including strengths in influencing, conflict management, and negotiation- Integrity and high personal and professional standardsDon't be one of those people who read an advert about a fantastic opportunity and never actually apply, only to later hear somebody you know bragging about how great their new job is!  They applied so don't miss this opportunity - APPLY NOW!Your interest will be treated in the strictest of confidence.  Please apply using an MS WORD version of your CV, as if we proceed with your application this is the format we'll require to submit to clients.Note: We review all CV's manually and you will only be contacted if your skills and experience meet the requirements of any of our clients.Applicants for this position should have NZ residency or a valid NZ work visa.
Security Specialist;1373918290;security;Tue 18 Jul, 10:01 am;;Manukau City, Auckland;NZD65 - 75 per hour;The Company:This innovative, leading critical services provider is one of New Zealand`s largest IT environments. They pride themselves on developing long-lasting relationships with their customers and delivering exceptional results through building high performing teams.The Role:Our client is in the market for a security specialist who has previous experience applying leading practice security controls and protocols to secure the organisation`s comprehensive suite of information assets.  Strong security risk management and security controls and compliance experience are mandatory. Responsibilities: -  Reporting to the Chief Information Security Officer, contribute to and assist in securing the organisation`s information assets - Responsible for ensuring design solutions align to security architecture - Ensure that technology systems comply with standards and controls in alignment with security policies - Undertake security risk and vulnerability analysisTo ensure successful delivery of the key responsibilities for this opportunity, you must have: - Demonstrable relevant experience complemented with a degree-level Computer Science education - Comprehensive technology security knowledge across security principles, best practices and industry trends - Significant hands-on security risk management and security controls and compliance experience within large and 24x7 environments - Preference will be given to relevantly certified personnel (eg CISSP, CISM, CASP, GIAC) - Be cognizant of the relevant data protection legislations and regulations - Strong verbal and written communication style and skills - Advanced relationship skills with ability to influence and motivate changeTo be considered for this job you must possess the right to live and work in New Zealand. Please APPLY now if you believe this is the right role for you. Ref ARJO-1707-46895Applicants for this position should have NZ residency or a valid NZ work visa.
Business Development Manager;1371235157;sales-presales;Fri 14 Jul, 6:23 pm;;Auckland City, Auckland;;New business focusBusiness continuity products and solutionsSix figure packageThis role is for an expereinced hunter from the IT/Telco/technical sectors.We are seeking a Business Development Manager to join a leading business continuity organisation driving new business opportunities in Auckland.The key responsibility of this role is to identify new opportunities, define needs, and assist existing clients with shaping their growth and direction. To be successful in this role you will need to be experienced in Cloud services.The target market is medium sized businesses.The technologies are across: Infrastructure (data services),Telecommunications & Data (managed WAN & internet) and Business Continuity( back up and data protection,standby offices & equipment, recovery assurance)To be successful in the role you will need to have the following skills and experience:BDM experience in IT/Telco B2B environmentInfrastructure/Managed WAN/LAN and or business continuity technology experienceIT sales experienceExcellent negotiation, presentation skillsPresent with high credibilitySound business acumenWe will be looking for those with high energy, positive attitudes, perssistance and resilience- with pure sales DNA!Please call/text Kris Attewell@ Beyond Recruitment 021 435 712 or Apply nowCV's in Word format Ref No: 87199
Enterprise Architect;1365104511;architects;Thu 6 Jul, 11:22 am;;Wellington, Wellington;;Job Ref: TB 86614 Enterprise Architect - enterprise everything!Top $$$, based in central city WellingtonBased in large, enterprise scale ICT site for high profile NZ organisationYour chance to work with a group exploring new and emerging technology initiatives!ABOUT THE ORGANISATION The organisation is a major NZ government sector agency based in central city Wellington. They employ over 3,000 people nationwide and have a major head office of around 600 people. Their ICT site is one of the larger ones in NZ with around 140 people. Their ICT architecture team are in the process of undertaking some major initiatives in the enterprise architecture space, which means a great opportunity for YOU to get involved in some meaty, varied and challenging work. ABOUT THE ROLE This Enterprise Architecture position has a wide-ranging brief, and will have your fingers involved in many different project initiatives. You will be a member of a team of architects, and will report to the Manager of the ICT Architecture Practice. Specifically,  you will be involved in:Creating ICT strategy roadmapsDeveloping governance and standards relating to enterprise architectureDeveloping and maintaining the enterprise architecture frameworks and methodologiesWorking with network and infrastructure design and deploymentWorking on substantial enterprise architecture projects that will have you involved in technologically innovative enterprise solutions and initiativesWorking closely with project managers and third party vendors.Sound good? Then let's talk! Send your resume to me now by clicking the 'apply now' button below, or call Theodora Bear on 04 494 1522, quoting Job Ref: TB 86614 to get more information.
